1670,Science,How many bones are in an adult human body?,196,206,216,226,B,An adult human skeleton has 206 bones,Easy
1671,Science,Which planet is closest to Earth?,Venus,Mars,Mercury,Jupiter,A,Venus is Earth's closest planetary neighbor,Easy
1672,Science,What is the chemical symbol for sodium?,Na,So,S,N,A,Sodium's symbol Na comes from the Latin natrium,Easy
1673,Science,Which part of the eye controls how much light enters?,Iris,Pupil,Retina,Cornea,B,The pupil expands and contracts to control light entry,Easy
1674,Science,What is the process by which water changes from liquid to gas?,Condensation,Evaporation,Precipitation,Sublimation,B,Evaporation is the change from liquid to gas phase,Easy
1675,Science,Which blood vessels carry blood away from the heart?,Veins,Arteries,Capillaries,Valves,B,Arteries carry oxygenated blood away from the heart,Easy
1676,Science,What is the smallest unit of matter?,Atom,Molecule,Proton,Electron,A,The atom is the smallest unit of matter that retains properties,Easy
1677,Science,Which gas makes up about 78% of Earth's atmosphere?,Oxygen,Carbon dioxide,Nitrogen,Argon,C,Nitrogen comprises about 78% of our atmosphere,Easy
1678,Science,What type of animal is a salamander?,Reptile,Amphibian,Fish,Mammal,B,Salamanders are amphibians like frogs and toads,Easy
1679,Science,Which organ produces insulin?,Liver,Pancreas,Kidney,Stomach,B,The pancreas produces insulin to regulate blood sugar,Easy
1680,Science,What is the study of plants called?,Zoology,Botany,Ecology,Biology,B,Botany is the scientific study of plants,Easy
1681,Science,How many legs does a typical insect have?,4,6,8,10,B,All insects have six legs,Easy
1682,Science,Which planet has the most moons?,Earth,Mars,Jupiter,Saturn,D,Saturn has over 140 known moons,Easy
1683,Science,What is the chemical formula for table salt?,NaCl,KCl,CaCl2,MgCl2,A,Table salt is sodium chloride with formula NaCl,Easy
1684,Science,Which part of the plant conducts photosynthesis?,Roots,Stem,Leaves,Flowers,C,Leaves contain chlorophyll and conduct photosynthesis,Easy
1685,Science,What is the study of heredity called?,Genetics,Evolution,Ecology,Taxonomy,A,Genetics studies how traits are passed from parents to offspring,Easy
1686,Science,Which gas is produced by plants during photosynthesis?,Carbon dioxide,Nitrogen,Oxygen,Hydrogen,C,Plants release oxygen as a byproduct of photosynthesis,Easy
1687,Science,What is the hardest tissue in the human body?,Bone,Cartilage,Tooth enamel,Muscle,C,Tooth enamel is the hardest substance in the human body,Easy
1688,Science,Which planet is known as the Red Planet?,Venus,Mars,Jupiter,Saturn,B,Mars appears red due to iron oxide on its surface,Easy
1689,Science,What is the process of cell division called?,Mitosis,Meiosis,Both A and B,Osmosis,C,Both mitosis and meiosis are types of cell division,Easy
1690,Science,Which organ filters blood in the human body?,Heart,Liver,Kidney,Lungs,C,The kidneys filter waste products from blood,Easy
1691,Science,What type of energy is stored in food?,Kinetic,Potential,Chemical,Nuclear,C,Food contains chemical energy in its molecular bonds,Easy
1692,Science,Which gas is essential for combustion?,Nitrogen,Oxygen,Carbon dioxide,Helium,B,Oxygen is required for combustion to occur,Easy
1693,Science,What is the study of weather called?,Geology,Meteorology,Climatology,Astronomy,B,Meteorology is the study of weather patterns,Easy
1694,Science,How many chambers does a human heart have?,2,3,4,5,C,The human heart has four chambers,Easy
1695,Science,Which element has the symbol Fe?,Fluorine,Iron,Francium,Fermium,B,Fe is the chemical symbol for iron,Easy
1696,Science,What is the largest planet in our solar system?,Saturn,Jupiter,Neptune,Uranus,B,Jupiter is the largest planet by mass and volume,Easy
1697,Science,Which part of the brain controls memory?,Cerebellum,Hippocampus,Medulla,Pons,B,The hippocampus is crucial for memory formation,Easy
1698,Science,What is the chemical formula for carbon dioxide?,CO,CO2,C2O,C2O2,B,Carbon dioxide has the formula CO2,Easy
1699,Science,Which type of blood cell fights infection?,Red blood cells,White blood cells,Platelets,Plasma,B,White blood cells are part of the immune system,Easy
1700,Science,What is the study of insects called?,Ornithology,Entomology,Herpetology,Ichthyology,B,Entomology is the scientific study of insects,Easy
1701,Science,Which planet has a day longer than its year?,Mercury,Venus,Mars,Jupiter,B,Venus rotates very slowly making its day longer than its year,Easy
1702,Science,What is the main gas in Earth's atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Argon,B,Nitrogen makes up about 78% of Earth's atmosphere,Easy
1703,Science,Which organelle contains the cell's genetic material?,Mitochondria,Nucleus,Ribosome,Vacuole,B,The nucleus contains DNA and controls cell activities,Easy
1704,Science,What type of animal is a turtle?,Amphibian,Reptile,Fish,Mammal,B,Turtles are reptiles with hard shells,Easy
1705,Science,Which gas is used by plants during photosynthesis?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,B,Plants use carbon dioxide from the air for photosynthesis,Easy
1706,Science,What is the study of the ocean called?,Limnology,Oceanography,Hydrology,Marine biology,B,Oceanography studies the ocean and its properties,Easy
1707,Science,How many bones are in the human skull?,14,22,28,32,B,The human skull contains 22 bones,Easy
1708,Science,Which planet is farthest from the sun?,Uranus,Neptune,Pluto,Saturn,B,Neptune is the farthest planet from the sun,Easy
1709,Science,What is the chemical symbol for gold?,Go,Au,Gd,Ag,B,Gold's symbol Au comes from the Latin aurum,Easy
1710,Science,Which part of the digestive system absorbs most nutrients?,Stomach,Small intestine,Large intestine,Esophagus,B,The small intestine absorbs most nutrients from food,Easy
1711,Science,What type of energy does a moving car have?,Potential,Kinetic,Chemical,Nuclear,B,Moving objects possess kinetic energy,Easy
1712,Science,Which gas is lighter than air?,Carbon dioxide,Nitrogen,Helium,Oxygen,C,Helium is lighter than air and makes balloons float,Easy
1713,Science,What is the study of birds called?,Entomology,Ornithology,Mammalogy,Herpetology,B,Ornithology is the scientific study of birds,Easy
1714,Science,How many pairs of chromosomes do humans have?,21,22,23,24,C,Humans have 23 pairs of chromosomes,Easy
1715,Science,Which organ produces bile?,Liver,Gallbladder,Pancreas,Stomach,A,The liver produces bile to help digest fats,Easy
1716,Science,What is the fastest land animal?,Lion,Cheetah,Leopard,Tiger,B,The cheetah can reach speeds up to 70 mph,Easy
1717,Science,Which element is essential for all organic compounds?,Hydrogen,Carbon,Oxygen,Nitrogen,B,Carbon is the backbone of all organic molecules,Easy
1718,Science,What type of rock is marble?,Igneous,Sedimentary,Metamorphic,Volcanic,C,Marble is a metamorphic rock formed from limestone,Easy
1719,Science,Which planet has the shortest day?,Mercury,Venus,Jupiter,Mars,C,Jupiter has the shortest day at about 10 hours,Easy
1720,Science,What is the study of fungi called?,Mycology,Botany,Zoology,Ecology,A,Mycology is the study of fungi including mushrooms,Easy
1721,Science,How many ribs do humans typically have?,20,22,24,26,C,Humans typically have 24 ribs arranged in 12 pairs,Easy
1722,Science,Which gas is produced during cellular respiration?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,B,Cells produce carbon dioxide during respiration,Easy
1723,Science,What is the largest mammal?,African elephant,Blue whale,Sperm whale,Giraffe,B,The blue whale is the largest mammal ever known,Easy
1724,Science,Which part of the plant anchors it to the ground?,Stem,Leaves,Roots,Flowers,C,Roots anchor plants and absorb water and nutrients,Easy
1725,Science,What type of bond holds water molecules together?,Ionic,Covalent,Metallic,Hydrogen,D,Hydrogen bonds form between water molecules,Easy
1726,Science,Which planet is known for having seasons?,Earth,Mars,Both A and B,Jupiter,C,Both Earth and Mars have seasons due to axial tilt,Easy
1727,Science,What is the study of rocks called?,Biology,Geology,Meteorology,Astronomy,B,Geology is the study of rocks and Earth's structure,Easy
1728,Science,How many taste buds does an average human have?,5000,10000,15000,20000,B,Humans have approximately 10000 taste buds,Easy
1729,Science,Which organ regulates body temperature?,Brain,Heart,Skin,Liver,A,The brain's hypothalamus regulates body temperature,Easy
1730,Science,What type of reproduction involves two parents?,Asexual,Sexual,Binary fission,Budding,B,Sexual reproduction requires genetic material from two parents,Easy
1731,Science,Which gas makes soda fizzy?,Oxygen,Nitrogen,Carbon dioxide,Helium,C,Carbon dioxide dissolved in liquid creates carbonation,Easy
1732,Science,What is the study of stars and space called?,Geology,Astronomy,Meteorology,Oceanography,B,Astronomy studies celestial objects and space,Easy
1733,Science,How many chambers does a bird's heart have?,2,3,4,5,C,Birds have four-chambered hearts like mammals,Easy
1734,Science,Which element is most abundant in the universe?,Hydrogen,Helium,Carbon,Oxygen,A,Hydrogen makes up about 75% of the universe's mass,Easy
1735,Science,What type of animal is a shark?,Fish,Mammal,Reptile,Amphibian,A,Sharks are cartilaginous fish,Easy
1736,Science,Which part of the eye detects light?,Iris,Pupil,Retina,Cornea,C,The retina contains photoreceptors that detect light,Easy
1737,Science,What is the chemical formula for water?,H2O,HO2,H2O2,OH,A,Water consists of two hydrogen atoms and one oxygen atom,Easy
1738,Science,Which planet rotates on its side?,Venus,Uranus,Neptune,Saturn,B,Uranus rotates at about 98 degrees from vertical,Easy
1739,Science,What is the study of human body called?,Physiology,Anatomy,Both A and B,Psychology,C,Both physiology and anatomy study the human body,Easy
1740,Science,How many bones are in the human hand?,19,22,27,30,C,Each human hand contains 27 bones,Easy
1741,Science,Which gas is exhaled by humans?,Oxygen,Carbon dioxide,Nitrogen,Argon,B,Humans exhale carbon dioxide as a waste product,Easy
1742,Science,What type of energy is stored in a battery?,Electrical,Chemical,Mechanical,Nuclear,B,Batteries store energy in chemical form,Easy
1743,Science,Which organ pumps blood through the body?,Brain,Heart,Lungs,Liver,B,The heart is a muscular pump for blood circulation,Easy
1744,Science,What is the smallest bone in the human body?,Femur,Stapes,Radius,Tibia,B,The stapes in the ear is the smallest human bone,Easy
1745,Science,Which planet has water in all three states?,Earth,Mars,Jupiter,Venus,A,Earth is the only known planet with solid liquid and gas water,Easy
1746,Science,What type of animal is a dolphin?,Fish,Mammal,Reptile,Amphibian,B,Dolphins are marine mammals that breathe air,Easy
1747,Science,Which part of the plant makes seeds?,Roots,Stem,Leaves,Flowers,D,Flowers contain reproductive organs that produce seeds,Easy
1748,Science,What is the study of life called?,Physics,Chemistry,Biology,Geology,C,Biology is the scientific study of living organisms,Easy
1749,Science,How many lungs do humans have?,1,2,3,4,B,Humans have two lungs for gas exchange,Easy
1750,Science,Which element has the atomic number 1?,Hydrogen,Helium,Lithium,Carbon,A,Hydrogen has one proton giving it atomic number 1,Easy
1751,Science,What causes tides on Earth?,Wind,Moon's gravity,Sun's heat,Earth's rotation,B,The Moon's gravitational pull primarily causes tides,Easy
1752,Science,Which type of muscle is found in the heart?,Smooth,Skeletal,Cardiac,Voluntary,C,Cardiac muscle is specialized for the heart,Easy
1753,Science,What is the hardest mineral on the Mohs scale?,Talc,Quartz,Corundum,Diamond,D,Diamond rates 10 on the Mohs hardness scale,Easy
1754,Science,Which planet is sometimes called Earth's twin?,Mercury,Venus,Mars,Jupiter,B,Venus is similar in size and composition to Earth,Easy
1755,Science,What type of reproduction produces identical offspring?,Sexual,Asexual,Binary fission,Both B and C,D,Both asexual reproduction and binary fission produce clones,Easy
1756,Science,Which gas is used in photosynthesis?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,B,Plants use carbon dioxide from the atmosphere,Easy
1757,Science,What is the study of earthquakes called?,Volcanology,Seismology,Meteorology,Geology,B,Seismology specifically studies earthquakes,Easy
1758,Science,How many vertebrae are in the human spine?,26,33,45,52,B,The human spine has 33 vertebrae,Easy
1759,Science,Which organ stores glycogen?,Heart,Liver,Kidney,Spleen,B,The liver stores glycogen for energy,Easy
1760,Science,What type of animal is a penguin?,Fish,Bird,Mammal,Reptile,B,Penguins are flightless aquatic birds,Easy
1761,Science,Which gas is produced by car engines?,Oxygen,Carbon dioxide,Nitrogen,Helium,B,Car engines produce carbon dioxide as exhaust,Easy
1762,Science,What is the study of matter and energy called?,Biology,Chemistry,Physics,Geology,C,Physics studies matter energy and their interactions,Easy
1763,Science,How many chambers does a fish heart have?,1,2,3,4,B,Fish have two-chambered hearts,Easy
1764,Science,Which planet has the largest volcano in the solar system?,Earth,Mars,Venus,Jupiter,B,Mars has Olympus Mons the largest known volcano,Easy
1765,Science,What type of rock is sandstone?,Igneous,Sedimentary,Metamorphic,Volcanic,B,Sandstone is formed from compressed sand particles,Easy
1766,Science,Which part of the brain controls breathing?,Cerebrum,Cerebellum,Medulla,Hippocampus,C,The medulla controls vital functions like breathing,Easy
1767,Science,What is the chemical symbol for carbon?,C,Ca,Co,Cr,A,Carbon has the simple symbol C,Easy
1768,Science,Which gas makes up most of the sun?,Hydrogen,Helium,Carbon,Oxygen,A,The sun is primarily composed of hydrogen,Easy
1769,Science,What type of animal is a frog?,Fish,Reptile,Amphibian,Mammal,C,Frogs are amphibians that live in water and on land,Easy
1770,Science,Which organ produces hormones?,Brain,Heart,Glands,Lungs,C,Various glands throughout the body produce hormones,Easy
1771,Science,What is the process of plants making food called?,Respiration,Photosynthesis,Digestion,Absorption,B,Photosynthesis converts sunlight into chemical energy,Easy
1772,Science,How many teeth do adult humans typically have?,28,30,32,36,C,Adults typically have 32 teeth including wisdom teeth,Easy
1773,Science,Which planet has a Great Red Spot?,Mars,Jupiter,Saturn,Neptune,B,Jupiter's Great Red Spot is a massive storm,Easy
1774,Science,What type of energy does the sun produce?,Chemical,Nuclear,Electrical,Mechanical,B,The sun produces energy through nuclear fusion,Easy
1775,Science,Which part of the cell controls what enters and exits?,Cell wall,Cell membrane,Nucleus,Cytoplasm,B,The cell membrane regulates what passes through,Easy
1776,Science,What is the study of animals called?,Botany,Zoology,Ecology,Taxonomy,B,Zoology is the scientific study of animals,Easy
1777,Science,How many bones are in the human foot?,14,19,26,33,C,Each human foot contains 26 bones,Easy
1778,Science,Which gas is released when plants breathe at night?,Oxygen,Carbon dioxide,Nitrogen,Water vapor,B,Plants release carbon dioxide during nighttime respiration,Easy
1779,Science,What type of reproduction involves only one parent?,Sexual,Asexual,Genetic,Cellular,B,Asexual reproduction requires only one parent organism,Easy
1780,Science,Which planet is closest to the sun?,Mercury,Venus,Earth,Mars,A,Mercury is the innermost planet in our solar system,Easy
1781,Science,What is the liquid part of blood called?,Serum,Plasma,Lymph,Cytoplasm,B,Plasma is the liquid component of blood,Easy
1782,Science,Which type of rock is formed by pressure and heat?,Igneous,Sedimentary,Metamorphic,Volcanic,C,Metamorphic rocks form under pressure and heat,Easy
1783,Science,What is the study of classification called?,Taxonomy,Ecology,Genetics,Evolution,A,Taxonomy classifies and names living organisms,Easy
1784,Science,How many pairs of ribs do humans have?,10,11,12,13,C,Humans have 12 pairs of ribs,Easy
1785,Science,Which gas do animals need to breathe?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,B,Animals require oxygen for cellular respiration,Easy
1786,Science,What type of animal is a whale?,Fish,Mammal,Reptile,Amphibian,B,Whales are marine mammals that breathe air,Easy
1787,Science,Which part of the plant transports water?,Roots,Stem,Leaves,Flowers,B,The stem contains vascular tissue that transports water,Easy
1788,Science,What is the chemical formula for methane?,CH3,CH4,C2H4,C2H6,B,Methane has the formula CH4,Easy
1789,Science,How many kidneys do humans typically have?,1,2,3,4,B,Humans normally have two kidneys,Easy
1790,Science,Which planet has polar ice caps?,Earth,Mars,Both A and B,Jupiter,C,Both Earth and Mars have polar ice caps,Easy
1791,Science,What type of energy is sound?,Mechanical,Electrical,Chemical,Nuclear,A,Sound is a mechanical wave that requires a medium,Easy
1792,Science,Which organ controls blood sugar?,Heart,Pancreas,Liver,Kidney,B,The pancreas produces insulin to control blood sugar,Easy
1793,Science,What is the study of heredity and genes called?,Evolution,Genetics,Ecology,Taxonomy,B,Genetics studies inheritance and gene expression,Easy
1794,Science,How many chambers does an insect heart have?,1,2,Many,None,C,Insects have multiple heart chambers called ostia,Easy
1795,Science,Which gas is used to fill balloons that float?,Helium,Hydrogen,Oxygen,Nitrogen,A,Helium is safe and lighter than air for balloons,Easy
1796,Science,What type of animal is a snake?,Mammal,Reptile,Amphibian,Fish,B,Snakes are limbless reptiles,Easy
1797,Science,Which part of the atom has a positive charge?,Electron,Proton,Neutron,Nucleus,B,Protons carry positive electrical charge,Easy
1798,Science,What is the process of water moving through plants called?,Photosynthesis,Transpiration,Respiration,Osmosis,B,Transpiration is water movement through plants,Easy
1799,Science,How many wings do butterflies have?,2,3,4,6,C,Butterflies have four wings,Easy
1800,Science,Which planet is known as the Morning Star?,Mercury,Venus,Mars,Jupiter,B,Venus appears as the morning star due to its brightness,Easy
1801,Science,What type of energy is stored in stretched rubber band?,Kinetic,Potential,Chemical,Electrical,B,Stretched objects store elastic potential energy,Easy
1802,Science,Which blood cells help with clotting?,Red blood cells,White blood cells,Platelets,Plasma cells,C,Platelets are essential for blood clotting,Easy
1803,Science,What is the study of the immune system called?,Immunology,Pathology,Microbiology,Virology,A,Immunology studies the body's defense mechanisms,Easy
1804,Science,How many eyes do most spiders have?,2,4,6,8,D,Most spiders have eight eyes,Easy
1805,Science,Which gas is produced by volcanoes?,Oxygen,Carbon dioxide,Nitrogen,Helium,B,Volcanoes release carbon dioxide along with other gases,Easy
1806,Science,What type of animal is a lizard?,Mammal,Bird,Reptile,Amphibian,C,Lizards are cold-blooded reptiles,Easy
1807,Science,Which part of the flower attracts pollinators?,Stem,Petals,Roots,Seeds,B,Colorful petals attract bees and other pollinators,Easy
1808,Science,What is the chemical symbol for oxygen?,O,Ox,O2,Og,A,Oxygen has the simple symbol O,Easy
1809,Science,How many bones are in the human leg?,3,4,5,6,B,The human leg has four main bones,Easy
1810,Science,Which planet has the most eccentric orbit?,Mercury,Mars,Pluto,Neptune,A,Mercury has the most elliptical orbit of the planets,Easy
1811,Science,What type of reproduction do bacteria typically use?,Sexual,Asexual,Spore formation,Binary fission,D,Bacteria reproduce through binary fission,Easy
1812,Science,Which gas is essential for plant growth?,Carbon dioxide,Oxygen,Nitrogen,Helium,A,Plants need carbon dioxide for photosynthesis,Easy
1813,Science,What is the study of soil called?,Pedology,Geology,Botany,Ecology,A,Pedology is the scientific study of soils,Easy
1814,Science,How many chambers does a mammalian heart have?,2,3,4,5,C,Mammals including humans have four-chambered hearts,Easy
1815,Science,Which element is essential for bone formation?,Iron,Calcium,Sodium,Potassium,B,Calcium is the primary mineral in bones,Easy
1816,Science,What type of animal is a bat?,Bird,Mammal,Reptile,Flying rodent,B,Bats are the only mammals capable of true flight,Easy
1817,Science,Which part of the cell makes proteins?,Nucleus,Ribosome,Mitochondria,Vacuole,B,Ribosomes synthesize proteins from amino acids,Easy
1818,Science,What is the process of liquid becoming gas called?,Condensation,Evaporation,Precipitation,Sublimation,B,Evaporation changes liquid to vapor,Easy
1819,Science,How many pairs of legs do insects have?,2,3,4,5,B,All insects have three pairs of legs,Easy
1820,Science,Which planet rotates backwards compared to most others?,Mercury,Venus,Uranus,Neptune,B,Venus rotates in the opposite direction to most planets,Easy
1821,Science,What type of energy is in moving water?,Potential,Kinetic,Chemical,Nuclear,B,Moving water possesses kinetic energy,Easy
1822,Science,Which organ produces digestive enzymes?,Stomach,Pancreas,Liver,Gallbladder,B,The pancreas produces many digestive enzymes,Easy
1823,Science,What is the study of cells called?,Histology,Cytology,Pathology,Anatomy,B,Cytology is the study of cell structure and function,Easy
1824,Science,How many bones are in a baby's skull?,14,22,45,52,C,A baby's skull has about 45 separate bones,Easy
1825,Science,Which gas is lighter than oxygen?,Helium,Carbon dioxide,Nitrogen,Argon,A,Helium is much lighter than oxygen,Easy
1826,Science,What type of animal is a seal?,Fish,Mammal,Amphibian,Reptile,B,Seals are marine mammals with flippers,Easy
1827,Science,Which part of the plant stores food?,Roots,Stem,Leaves,All of above,D,Different plant parts can store food,Easy
1828,Science,What is the chemical formula for ozone?,O,O2,O3,O4,C,Ozone consists of three oxygen atoms,Easy
1829,Science,How many bones are in the human arm?,2,3,4,5,B,The human arm has three main bones,Easy
1830,Science,Which planet has the strongest magnetic field?,Earth,Jupiter,Saturn,Neptune,B,Jupiter has the strongest magnetic field in our solar system,Easy
1831,Science,What type of reproduction produces genetic variation?,Sexual,Asexual,Binary fission,Budding,A,Sexual reproduction creates genetic diversity,Easy
1832,Science,Which gas is produced by decomposing organic matter?,Oxygen,Methane,Nitrogen,Helium,B,Decomposition produces methane gas,Easy
1833,Science,What is the study of viruses called?,Bacteriology,Virology,Immunology,Pathology,B,Virology studies viruses and viral diseases,Easy
1834,Science,How many chambers does a reptile heart typically have?,2,3,4,5,B,Most reptiles have three-chambered hearts,Easy
1835,Science,Which element makes up most of Earth's core?,Iron,Nickel,Silicon,Aluminum,A,Earth's core is primarily iron,Easy
1836,Science,What type of animal is a crocodile?,Mammal,Bird,Reptile,Amphibian,C,Crocodiles are large aquatic reptiles,Easy
1837,Science,Which part of the eye focuses light?,Iris,Lens,Retina,Cornea,B,The lens focuses light onto the retina,Easy
1838,Science,What is the process of gas becoming liquid called?,Evaporation,Condensation,Sublimation,Deposition,B,Condensation turns gas into liquid,Easy
1839,Science,How many wings do flies have?,1,2,3,4,B,Flies are dipterans with two wings,Easy
1840,Science,Which planet has the fastest winds?,Earth,Neptune,Jupiter,Saturn,B,Neptune has the fastest recorded winds in the solar system,Easy
1841,Science,What type of energy is stored in food molecules?,Kinetic,Potential,Chemical,Electrical,C,Food contains chemical energy in molecular bonds,Easy
1842,Science,Which blood vessel has the thickest walls?,Artery,Vein,Capillary,Arteriole,A,Arteries have thick muscular walls to handle pressure,Easy
1843,Science,What is the study of bacteria called?,Virology,Bacteriology,Immunology,Pathology,B,Bacteriology studies bacteria and bacterial infections,Easy
1844,Science,How many bones are in the human skull including jaw?,20,22,28,32,B,The complete skull has 22 bones,Easy
1845,Science,Which gas is used in breathing apparatus for divers?,Oxygen,Nitrogen,Helium,Argon,A,Divers use oxygen-enriched breathing mixtures,Easy
1846,Science,What type of animal is a turtle?,Fish,Mammal,Reptile,Amphibian,C,Turtles are reptiles with protective shells,Easy
1847,Science,Which part of the plant absorbs water?,Roots,Stem,Leaves,Flowers,A,Roots absorb water and nutrients from soil,Easy
1848,Science,What is the chemical symbol for helium?,H,He,Hm,Hl,B,Helium has the symbol He,Easy
1849,Science,How many chambers does a crocodile heart have?,2,3,4,5,C,Crocodiles uniquely have four-chambered hearts among reptiles,Easy
1850,Science,Which planet is the densest in our solar system?,Mercury,Earth,Venus,Mars,B,Earth has the highest density of all planets,Easy
1851,Science,What force pulls objects toward Earth's center?,Magnetism,Gravity,Friction,Pressure,B,Gravity is the attractive force toward Earth's center,Medium
1852,Science,Which process allows plants to make glucose from carbon dioxide?,Respiration,Photosynthesis,Transpiration,Osmosis,B,Photosynthesis converts CO2 and water into glucose using sunlight,Medium
1853,Science,What is the pH range for acids?,0-7,7-14,0-14,1-6,A,Acids have pH values below 7 on the pH scale,Medium
1854,Science,Which type of blood vessel connects arteries to veins?,Arterioles,Venules,Capillaries,Lymphatics,C,Capillaries form the connection between arterial and venous systems,Medium
1855,Science,What is the name of the theory explaining continental drift?,Plate tectonics,Continental theory,Drift hypothesis,Pangaea theory,A,Plate tectonics explains the movement of Earth's crustal plates,Medium
1856,Science,Which gas law relates pressure and volume at constant temperature?,Boyle's Law,Charles' Law,Gay-Lussac's Law,Avogadro's Law,A,Boyle's Law states that pressure and volume are inversely proportional,Medium
1857,Science,What is the functional unit of the kidney?,Glomerulus,Nephron,Tubule,Ureter,B,The nephron is the basic functional unit of the kidney,Medium
1858,Science,Which cellular organelle is responsible for cellular respiration?,Nucleus,Mitochondria,Chloroplast,Ribosome,B,Mitochondria are the sites of cellular respiration,Medium
1859,Science,What is the study of the structure and function of tissues called?,Histology,Cytology,Pathology,Anatomy,A,Histology examines tissues under microscopes,Medium
1860,Science,Which hormone regulates blood calcium levels?,Insulin,Parathyroid hormone,Thyroxine,Cortisol,B,Parathyroid hormone increases blood calcium concentration,Medium
1861,Science,What type of chemical reaction releases energy?,Endothermic,Exothermic,Catalytic,Equilibrium,B,Exothermic reactions release energy usually as heat,Medium
1862,Science,Which part of the electromagnetic spectrum has the shortest wavelength?,Radio waves,Visible light,X-rays,Gamma rays,D,Gamma rays have the shortest wavelengths,Medium
1863,Science,What is the process by which cells engulf particles called?,Osmosis,Diffusion,Endocytosis,Exocytosis,C,Endocytosis allows cells to take in large particles,Medium
1864,Science,Which planet has the highest surface temperature?,Mercury,Venus,Mars,Jupiter,B,Venus has the highest surface temperature due to greenhouse effect,Medium
1865,Science,What is the study of the interactions between organisms and environment?,Ecology,Evolution,Genetics,Taxonomy,A,Ecology studies relationships between living things and their environment,Medium
1866,Science,Which type of RNA carries genetic information from DNA?,mRNA,tRNA,rRNA,siRNA,A,Messenger RNA carries genetic code from nucleus to ribosomes,Medium
1867,Science,What is the force that opposes motion between surfaces?,Gravity,Friction,Magnetism,Tension,B,Friction resists motion between contacting surfaces,Medium
1868,Science,Which gland is known as the master gland?,Thyroid,Adrenal,Pituitary,Pancreas,C,The pituitary gland controls other endocrine glands,Medium
1869,Science,What is the process of programmed cell death called?,Necrosis,Apoptosis,Mitosis,Meiosis,B,Apoptosis is controlled cell death for development and health,Medium
1870,Science,Which element is essential for chlorophyll production?,Iron,Magnesium,Calcium,Potassium,B,Magnesium is at the center of every chlorophyll molecule,Medium
1871,Science,What type of immunity is acquired through vaccination?,Natural,Artificial,Passive,Active,B,Vaccination provides artificial active immunity,Medium
1872,Science,Which process converts nitrogen gas into ammonia?,Nitrogen cycle,Nitrogen fixation,Denitrification,Nitrification,B,Nitrogen fixation converts atmospheric N2 to ammonia,Medium
